full_code,short_code,name,name_cy,slug,gss_code,three_code,nation,region,con_type,electorate,area,density,center_lat,center_lon,"lat,lon"
uk.org.mysociety.cons.ukparl.2025.hap,UKPARL.2025.HAP,Hove and Portslade,,hove-and-portslade,E14001296,HAP,England,South East,borough,73726,24.1170517,3057.007171,50.84798227,-0.1974069477,"50.8479822691783,-0.197406947698318"
uk.org.mysociety.cons.ukparl.2025.msu,UKPARL.2025.MSU,Mid Sussex,,mid-sussex,E14001366,MSU,England,South East,county,72255,165.9520273,435.3969106,50.96673669,-0.172350997,"50.9667366873004,-0.172350997021672"
uk.org.mysociety.cons.ukparl.2025.hrh,UKPARL.2025.HRH,Horsham,,horsham,E14001294,HRH,England,South East,county,76981,311.1963684,247.3711386,51.04194046,-0.3422608092,"51.041940457691,-0.342260809233701"
uk.org.mysociety.cons.ukparl.2025.cra,UKPARL.2025.CRA,Crawley,,crawley,E14001184,CRA,England,South East,borough,74446,44.97120503,1655.414836,51.12547062,-0.1820346106,"51.1254706201554,-0.182034610578671"
uk.org.mysociety.cons.ukparl.2025.ebn,UKPARL.2025.EBN,Eastbourne,,eastbourne,E14001219,EBN,England,South East,borough,73322,45.33126219,1617.470956,50.77623053,0.2662294583,"50.7762305336246,0.266229458301022"
uk.org.mysociety.cons.ukparl.2025.bex,UKPARL.2025.BEX,Bexhill and Battle,,bexhill-and-battle,E14001088,BEX,England,South East,county,70869,467.9465938,151.4467697,50.94091603,0.468964432,"50.9409160301294,0.468964431967435"
uk.org.mysociety.cons.ukparl.2025.har,UKPARL.2025.HAR,Hastings and Rye,,hastings-and-rye,E14001274,HAR,England,South East,county,75581,145.7054449,518.7246093,50.92602513,0.6890625701,"50.9260251285468,0.689062570127349"
uk.org.mysociety.cons.ukparl.2025.tnw,UKPARL.2025.TNW,Tunbridge Wells,,tunbridge-wells,E14001555,TNW,England,South East,county,75213,248.0694349,303.1933379,51.12016807,0.3861556799,"51.1201680671243,0.386155679878191"
uk.org.mysociety.cons.ukparl.2025.grv,UKPARL.2025.GRV,Gravesham,,gravesham,E14001254,GRV,England,South East,county,72866,104.9587757,694.2344697,51.40512703,0.3949941833,"51.4051270330011,0.39499418334998"
uk.org.mysociety.cons.ukparl.2025.ras,UKPARL.2025.RAS,Rochester and Strood,,rochester-and-strood,E14001447,RAS,England,South East,county,72155,208.8993343,345.4056005,51.44184548,0.5679549525,"51.4418454830116,0.567954952454982"
uk.org.mysociety.cons.ukparl.2025.ctm,UKPARL.2025.CTM,Chatham and Aylesford,,chatham-and-aylesford,E14001157,CTM,England,South East,county,74840,56.26726886,1330.080552,51.33851709,0.4883170535,"51.3385170850538,0.488317053471781"
uk.org.mysociety.cons.ukparl.2025.gar,UKPARL.2025.GAR,Gillingham and Rainham,,gillingham-and-rainham,E14001246,GAR,England,South East,borough,73951,41.80260919,1769.052254,51.375563,0.5931953729,"51.3755629987147,0.593195372886695"
uk.org.mysociety.cons.ukparl.2025.sas,UKPARL.2025.SAS,Sittingbourne and Sheppey,,sittingbourne-and-sheppey,E14001474,SAS,England,South East,county,76818,206.2183251,372.5081171,51.38430794,0.7721441642,"51.3843079443069,0.772144164232537"
uk.org.mysociety.cons.ukparl.2025.ash,UKPARL.2025.ASH,Ashford,,ashford,E14001069,ASH,England,South East,county,73546,226.2259673,325.0997261,51.14170691,1.019092074,"51.1417069059237,1.01909207438156"
uk.org.mysociety.cons.ukparl.2025.fah,UKPARL.2025.FAH,Folkestone and Hythe,,folkestone-and-hythe,E14001239,FAH,England,South East,county,70023,240.0346673,291.7203619,51.00997487,0.9445046165,"51.0099748651666,0.944504616549449"
uk.org.mysociety.cons.ukparl.2025.dad,UKPARL.2025.DAD,Dover and Deal,,dover-and-deal,E14001202,DAD,England,South East,county,75855,220.9330353,343.3393286,51.18068506,1.290074135,"51.1806850574289,1.2900741351403"
uk.org.mysociety.cons.ukparl.2025.ctb,UKPARL.2025.CTB,Canterbury,,canterbury,E14001151,CTB,England,South East,county,75499,242.8748034,310.8556299,51.26545643,1.086108874,"51.2654564254284,1.08610887439897"
uk.org.mysociety.cons.ukparl.2025.hbs,UKPARL.2025.HBS,Herne Bay and Sandwich,,herne-bay-and-sandwich,E14001282,HBS,England,South East,county,76028,249.696155,304.4820614,51.32087553,1.252001243,"51.3208755273226,1.25200124251357"
uk.org.mysociety.cons.ukparl.2025.eth,UKPARL.2025.ETH,East Thanet,,east-thanet,E14001216,ETH,England,South East,borough,73790,38.31920548,1925.666231,51.35710294,1.407010389,"51.3571029406386,1.40701038904842"
uk.org.mysociety.cons.ukparl.2025.iww,UKPARL.2025.IWW,Isle of Wight West,,isle-of-wight-west,E14001304,IWW,England,South East,county,54911,271.1104322,202.5410809,50.67509294,-1.349351451,"50.6750929393891,-1.34935145091058"
uk.org.mysociety.cons.ukparl.2025.iwe,UKPARL.2025.IWE,Isle of Wight East,,isle-of-wight-east,E14001303,IWE,England,South East,county,56805,121.7140612,466.7086075,50.67719749,-1.178986015,"50.6771974866818,-1.17898601510789"
uk.org.mysociety.cons.ukparl.2025.bcf,UKPARL.2025.BCF,Beaconsfield,,beaconsfield,E14001082,BCF,England,South East,county,72315,165.5984133,436.6889667,51.56093457,-0.6217472883,"51.5609345711,-0.621747288283828"
uk.org.mysociety.cons.ukparl.2025.bpv,UKPARL.2025.BPV,Brighton Pavilion,,brighton-pavilion,E14001130,BPV,England,South East,borough,75722,28.88625842,2621.384843,50.8588494,-0.1401111403,"50.8588494036779,-0.140111140349869"
uk.org.mysociety.cons.ukparl.2025.bkp,UKPARL.2025.BKP,Brighton Kemptown and Peacehaven,,brighton-kemptown-and-peacehaven,E14001129,BKP,England,South East,borough,69865,42.87211311,1629.6141,50.81995806,-0.06027329147,"50.8199580607761,-0.0602732914679592"
uk.org.mysociety.cons.ukparl.2025.caa,UKPARL.2025.CAA,Chesham and Amersham,,chesham-and-amersham,E14001162,CAA,England,South East,county,74155,145.396204,510.0201928,51.65620649,-0.6013104382,"51.6562064865368,-0.60131043821933"
uk.org.mysociety.cons.ukparl.2025.dfd,UKPARL.2025.DFD,Dartford,,dartford,E14001191,DFD,England,South East,county,72048,65.39752012,1101.693151,51.43423801,0.2590956305,"51.4342380091531,0.259095630457378"
uk.org.mysociety.cons.ukparl.2025.egu,UKPARL.2025.EGU,East Grinstead and Uckfield,,east-grinstead-and-uckfield,E14001212,EGU,England,South East,county,72356,381.9575986,189.4346395,51.02742343,-0.01554192934,"51.0274234306112,-0.0155419293419568"
uk.org.mysociety.cons.ukparl.2025.fav,UKPARL.2025.FAV,Faversham and Mid Kent,,faversham-and-mid-kent,E14001235,FAV,England,South East,county,71798,384.6217637,186.6717039,51.28891119,0.7596406245,"51.288911193381,0.759640624540657"
uk.org.mysociety.cons.ukparl.2025.lws,UKPARL.2025.LWS,Lewes,,lewes,E14001330,LWS,England,South East,county,75091,359.0999544,209.1089099,50.85047787,0.08237127482,"50.8504778699919,0.0823712748197932"
uk.org.mysociety.cons.ukparl.2025.mds,UKPARL.2025.MDS,Maidstone and Malling,,maidstone-and-malling,E14001349,MDS,England,South East,county,73084,51.89091888,1408.415992,51.27935992,0.4652270017,"51.2793599243852,0.465227001674828"
uk.org.mysociety.cons.ukparl.2025.sev,UKPARL.2025.SEV,Sevenoaks,,sevenoaks,E14001465,SEV,England,South East,county,73684,253.8915332,290.2184216,51.31342886,0.1802593605,"51.3134288555255,0.180259360490296"
uk.org.mysociety.cons.ukparl.2025.sxw,UKPARL.2025.SXW,Sussex Weald,,sussex-weald,E14001533,SXW,England,South East,county,70075,481.4062237,145.5631368,51.01078216,0.221270637,"51.0107821575237,0.221270636972506"
uk.org.mysociety.cons.ukparl.2025.ton,UKPARL.2025.TON,Tonbridge,,tonbridge,E14001549,TON,England,South East,county,73692,302.9372192,243.2583233,51.23911349,0.2535803405,"51.2391134868205,0.253580340489754"
uk.org.mysociety.cons.ukparl.2025.wkt,UKPARL.2025.WKT,Weald of Kent,,weald-of-kent,E14001570,WKT,England,South East,county,70110,763.0899828,91.87645177,51.13859273,0.6972873004,"51.1385927278711,0.697287300449654"
uk.org.mysociety.cons.ukparl.2025.fes,UKPARL.2025.FES,Frome and East Somerset,,frome-and-east-somerset,E14001241,FES,England,South West,county,70177,475.95049,147.4460085,51.2303225,-2.424102845,"51.2303224956208,-2.42410284458021"
uk.org.mysociety.cons.ukparl.2025.gas,UKPARL.2025.GAS,Glastonbury and Somerton,,glastonbury-and-somerton,E14001247,GAS,England,South West,county,70015,694.2451849,100.8505374,51.04067548,-2.641303667,"51.0406754791702,-2.6413036669057"
uk.org.mysociety.cons.ukparl.2025.mdp,UKPARL.2025.MDP,Mid Dorset and North Poole,,mid-dorset-and-north-poole,E14001363,MDP,England,South West,county,74305,312.302391,237.9264525,50.76747488,-2.062262749,"50.7674748811321,-2.06226274887913"
uk.org.mysociety.cons.ukparl.2025.sds,UKPARL.2025.SDS,South Dorset,,south-dorset,E14001485,SDS,England,South West,county,76640,367.6204336,208.475898,50.65002658,-2.211617326,"50.6500265790788,-2.21161732595014"
uk.org.mysociety.cons.ukparl.2025.nds,UKPARL.2025.NDS,North Dorset,,north-dorset,E14001388,NDS,England,South West,county,72109,796.7311448,90.50606402,50.90607014,-2.188924722,"50.9060701391581,-2.18892472201718"
uk.org.mysociety.cons.ukparl.2025.wds,UKPARL.2025.WDS,West Dorset,,west-dorset,E14001575,WDS,England,South West,county,75390,1010.873461,74.57906742,50.79423605,-2.593997079,"50.7942360500681,-2.59399707942161"
uk.org.mysociety.cons.ukparl.2025.bsc,UKPARL.2025.BSC,Bristol Central,,bristol-central,E14001131,BSC,England,South West,borough,70227,10.93417232,6422.708361,51.46211535,-2.601353316,"51.4621153544499,-2.60135331629642"
uk.org.mysociety.cons.ukparl.2025.bss,UKPARL.2025.BSS,Bristol South,,bristol-south,E14001135,BSS,England,South West,borough,74696,22.39792129,3334.952339,51.42259613,-2.600576856,"51.4225961274949,-2.60057685633631"
uk.org.mysociety.cons.ukparl.2025.bse,UKPARL.2025.BSE,Bristol East,,bristol-east,E14001132,BSE,England,South West,borough,75936,22.01826974,3448.772356,51.4427606,-2.550885485,"51.4427606024769,-2.55088548471328"
uk.org.mysociety.cons.ukparl.2025.bnw,UKPARL.2025.BNW,Bristol North West,,bristol-north-west,E14001134,BNW,England,South West,borough,76783,166.70632,460.5884169,51.45510461,-2.852019207,"51.4551046138716,-2.85201920731348"
uk.org.mysociety.cons.ukparl.2025.bne,UKPARL.2025.BNE,Bristol North East,,bristol-north-east,E14001133,BNE,England,South West,borough,69793,21.45744623,3252.623787,51.4770957,-2.527172497,"51.4770956986503,-2.52717249679912"
uk.org.mysociety.cons.ukparl.2025.fbs,UKPARL.2025.FBS,Filton and Bradley Stoke,,filton-and-bradley-stoke,E14001237,FBS,England,South West,borough,73598,45.29671198,1624.797845,51.51540792,-2.539650547,"51.5154079208032,-2.53965054693923"
uk.org.mysociety.cons.ukparl.2025.tay,UKPARL.2025.TAY,Thornbury and Yate,,thornbury-and-yate,E14001545,TAY,England,South West,county,74935,457.3781346,163.8359911,51.55750612,-2.463201279,"51.5575061179418,-2.46320127923576"
uk.org.mysociety.cons.ukparl.2025.nes,UKPARL.2025.NES,North East Somerset and Hanham,,north-east-somerset-and-hanham,E14001394,NES,England,South West,county,73113,209.4540337,349.064655,51.36291178,-2.545543218,"51.3629117768284,-2.54554321811145"
uk.org.mysociety.cons.ukparl.2025.bth,UKPARL.2025.BTH,Bath,,bath,E14001080,BTH,England,South West,county,73241,73.48552143,996.6725223,51.39906347,-2.360823383,"51.3990634711271,-2.36082338288085"
uk.org.mysociety.cons.ukparl.2025.wsm,UKPARL.2025.WSM,Weston-super-Mare,,weston-super-mare,E14001581,WSM,England,South West,county,70722,73.6919117,959.6982677,51.34789837,-2.947210867,"51.3478983717459,-2.94721086663363"
uk.org.mysociety.cons.ukparl.2025.wel,UKPARL.2025.WEL,Wells and Mendip Hills,,wells-and-mendip-hills,E14001572,WEL,England,South West,county,69843,672.909318,103.7925886,51.24609011,-2.771562546,"51.2460901064663,-2.7715625457745"
uk.org.mysociety.cons.ukparl.2025.nss,UKPARL.2025.NSS,North Somerset,,north-somerset,E14001399,NSS,England,South West,county,73963,198.8564873,371.9415998,51.4235359,-2.72965656,"51.4235358967519,-2.72965656044122"
uk.org.mysociety.cons.ukparl.2025.bwt,UKPARL.2025.BWT,Bridgwater,,bridgwater,E14001126,BWT,England,South West,county,71418,337.8973681,211.3600363,51.15209385,-3.026027958,"51.1520938512843,-3.02602795776276"
uk.org.mysociety.cons.ukparl.2025.ple,UKPARL.2025.PLE,Poole,,poole,E14001429,PLE,England,South West,borough,72162,40.04342465,1802.093618,50.7202948,-1.969791419,"50.7202947994652,-1.96979141914486"
uk.org.mysociety.cons.ukparl.2025.bhw,UKPARL.2025.BHW,Bournemouth West,,bournemouth-west,E14001116,BHW,England,South West,borough,72094,26.56969896,2713.391677,50.74417543,-1.899191515,"50.7441754278452,-1.89919151498447"
uk.org.mysociety.cons.ukparl.2025.bhe,UKPARL.2025.BHE,Bournemouth East,,bournemouth-east,E14001115,BHE,England,South West,borough,73173,26.41148433,2770.499344,50.73788216,-1.828241459,"50.7378821551743,-1.82824145923722"
uk.org.mysociety.cons.ukparl.2025.chr,UKPARL.2025.CHR,Christchurch,,christchurch,E14001171,CHR,England,South West,county,71598,114.455558,625.5528453,50.79321571,-1.831437959,"50.7932157131366,-1.83143795888373"
uk.org.mysociety.cons.ukparl.2025.tew,UKPARL.2025.TEW,Tewkesbury,,tewkesbury,E14001542,TEW,England,South West,county,72426,321.8198066,225.0514061,51.96106369,-2.048374328,"51.961063687627,-2.04837432772603"
uk.org.mysociety.cons.ukparl.2025.nct,UKPARL.2025.NCT,North Cotswolds,,north-cotswolds,E14001386,NCT,England,South West,county,70915,1032.846999,68.65973382,51.85999188,-1.916457453,"51.8599918837159,-1.9164574531477"
uk.org.mysociety.cons.ukparl.2025.cnm,UKPARL.2025.CNM,Cheltenham,,cheltenham,E14001161,CNM,England,South West,borough,75292,35.29210042,2133.395267,51.88974909,-2.071137452,"51.8897490868312,-2.07113745215902"
uk.org.mysociety.cons.ukparl.2025.glo,UKPARL.2025.GLO,Gloucester,,gloucester,E14001248,GLO,England,South West,borough,76695,36.10852302,2124.013767,51.84607657,-2.243194355,"51.8460765712522,-2.24319435512834"
uk.org.mysociety.cons.ukparl.2025.fod,UKPARL.2025.FOD,Forest of Dean,,forest-of-dean,E14001240,FOD,England,South West,county,71510,620.2800166,115.2866417,51.83695912,-2.46873694,"51.8369591186043,-2.46873694030262"
uk.org.mysociety.cons.ukparl.2025.str,UKPARL.2025.STR,Stroud,,stroud,E14001529,STR,England,South West,county,76249,281.5941155,270.7762549,51.71063835,-2.349092324,"51.7106383526636,-2.34909232429099"
uk.org.mysociety.cons.ukparl.2025.sct,UKPARL.2025.SCT,South Cotswolds,,south-cotswolds,E14001482,SCT,England,South West,county,72865,838.3515284,86.91461461,51.6139607,-2.051992923,"51.613960698373,-2.05199292282599"
uk.org.mysociety.cons.ukparl.2025.snn,UKPARL.2025.SNN,Swindon North,,swindon-north,E14001536,SNN,England,South West,county,72163,102.3369485,705.1509844,51.61795877,-1.750079249,"51.6179587694457,-1.75007924911184"
uk.org.mysociety.cons.ukparl.2025.sns,UKPARL.2025.SNS,Swindon South,,swindon-south,E14001537,SNS,England,South West,borough,72468,32.66291896,2218.662701,51.55435693,-1.782640165,"51.5543569258791,-1.78264016458138"
uk.org.mysociety.cons.ukparl.2025.cpm,UKPARL.2025.CPM,Chippenham,,chippenham,E14001168,CPM,England,South West,county,71648,273.3553292,262.105737,51.47376803,-1.989285158,"51.4737680269126,-1.98928515812032"
uk.org.mysociety.cons.ukparl.2025.mkm,UKPARL.2025.MKM,Melksham and Devizes,,melksham-and-devizes,E14001356,MKM,England,South West,county,71823,417.535898,172.0163472,51.34816754,-2.080984452,"51.3481675406278,-2.08098445187692"
uk.org.mysociety.cons.ukparl.2025.ewt,UKPARL.2025.EWT,East Wiltshire,,east-wiltshire,E14001217,EWT,England,South West,county,71109,1053.013308,67.52906108,51.33628479,-1.742644151,"51.3362847941205,-1.74264415057046"
uk.org.mysociety.cons.ukparl.2025.sal,UKPARL.2025.SAL,Salisbury,,salisbury,E14001460,SAL,England,South West,county,70242,692.9113371,101.372277,51.05786905,-1.894607417,"51.0578690526784,-1.89460741665479"
uk.org.mysociety.cons.ukparl.2025.sww,UKPARL.2025.SWW,South West Wiltshire,,south-west-wiltshire,E14001498,SWW,England,South West,county,71551,451.5909479,158.4420599,51.19119168,-2.169158342,"51.1911916800035,-2.16915834203399"
uk.org.mysociety.cons.ukparl.2025.yeo,UKPARL.2025.YEO,Yeovil,,yeovil,E14001603,YEO,England,South West,county,76056,335.5523327,226.6591306,50.90657576,-2.846172761,"50.9065757565506,-2.84617276123766"
uk.org.mysociety.cons.ukparl.2025.taw,UKPARL.2025.TAW,Taunton and Wellington,,taunton-and-wellington,E14001540,TAW,England,South West,county,76049,287.7741467,264.2662688,50.99317351,-3.091125854,"50.9931735055065,-3.09112585376967"
uk.org.mysociety.cons.ukparl.2025.tiv,UKPARL.2025.TIV,Tiverton and Minehead,,tiverton-and-minehead,E14001548,TIV,England,South West,county,70829,1300.801012,54.45029589,51.06462651,-3.439134344,"51.064626506635,-3.43913434396277"
uk.org.mysociety.cons.ukparl.2025.hns,UKPARL.2025.HNS,Honiton and Sidmouth,,honiton-and-sidmouth,E14001291,HNS,England,South West,county,74365,648.5636693,114.6610634,50.79028419,-3.173133154,"50.7902841863007,-3.1731331544748"
uk.org.mysociety.cons.ukparl.2025.exm,UKPARL.2025.EXM,Exmouth and Exeter East,,exmouth-and-exeter-east,E14001232,EXM,England,South West,county,74502,252.6697787,294.8591651,50.71734426,-3.409327019,"50.717344262799,-3.40932701931476"
uk.org.mysociety.cons.ukparl.2025.ext,UKPARL.2025.EXT,Exeter,,exeter,E14001231,EXT,England,South West,borough,71713,33.87994256,2116.680094,50.72577825,-3.524346602,"50.7257782511045,-3.52434660205316"
uk.org.mysociety.cons.ukparl.2025.nta,UKPARL.2025.NTA,Newton Abbot,,newton-abbot,E14001381,NTA,England,South West,county,72956,201.9284147,361.296354,50.55195467,-3.570416042,"50.5519546655309,-3.57041604190486"
uk.org.mysociety.cons.ukparl.2025.trb,UKPARL.2025.TRB,Torbay,,torbay,E14001551,TRB,England,South West,borough,75742,92.56934125,818.2190667,50.45001823,-3.520666436,"50.4500182279701,-3.52066643582704"
uk.org.mysociety.cons.ukparl.2025.sdv,UKPARL.2025.SDV,South Devon,,south-devon,E14001484,SDV,England,South West,county,71691,648.8524795,110.4889051,50.36560916,-3.740506885,"50.3656091565784,-3.74050688471242"
uk.org.mysociety.cons.ukparl.2025.pmv,UKPARL.2025.PMV,Plymouth Moor View,,plymouth-moor-view,E14001426,PMV,England,South West,borough,73378,35.20424799,2084.35073,50.41285568,-4.141790956,"50.4128556794582,-4.14179095577959"
uk.org.mysociety.cons.ukparl.2025.psd,UKPARL.2025.PSD,Plymouth Sutton and Devonport,,plymouth-sutton-and-devonport,E14001427,PSD,England,South West,borough,73495,21.82467287,3367.518974,50.37953601,-4.140486775,"50.3795360087449,-4.14048677501971"
uk.org.mysociety.cons.ukparl.2025.ndv,UKPARL.2025.NDV,North Devon,,north-devon,E14001387,NDV,England,South West,county,76455,1104.720566,69.20754654,51.06978364,-3.914565461,"51.069783637836,-3.91456546130283"
uk.org.mysociety.cons.ukparl.2025.tav,UKPARL.2025.TAV,Torridge and Tavistock,,torridge-and-tavistock,E14001552,TAV,England,South West,county,74802,1644.173964,45.4951858,50.77795808,-4.189431387,"50.777958078795,-4.18943138663495"
uk.org.mysociety.cons.ukparl.2025.swd,UKPARL.2025.SWD,South West Devon,,south-west-devon,E14001495,SWD,England,South West,county,75371,399.7520526,188.5443727,50.41765739,-4.009029531,"50.4176573903322,-4.00902953126134"
uk.org.mysociety.cons.ukparl.2025.cdv,UKPARL.2025.CDV,Central Devon,,central-devon,E14001155,CDV,England,South West,county,73491,1374.807477,53.45548467,50.73779963,-3.77760667,"50.7377996312506,-3.77760667004879"
uk.org.mysociety.cons.ukparl.2025.ncr,UKPARL.2025.NCR,North Cornwall,,north-cornwall,E14001385,NCR,England,South West,county,75034,1295.61069,57.91400195,50.61404924,-4.634008942,"50.6140492385823,-4.63400894195331"
uk.org.mysociety.cons.ukparl.2025.sec,UKPARL.2025.SEC,South East Cornwall,,south-east-cornwall,E14001486,SEC,England,South West,county,71734,727.5264351,98.59985362,50.43731843,-4.443482525,"50.4373184269291,-4.4434825245333"
uk.org.mysociety.cons.ukparl.2025.snq,UKPARL.2025.SNQ,St Austell and Newquay,,st-austell-and-newquay,E14001508,SNQ,England,South West,county,74585,298.7218983,249.6803898,50.36174158,-4.851036544,"50.3617415820477,-4.85103654401597"
uk.org.mysociety.cons.ukparl.2025.trf,UKPARL.2025.TRF,Truro and Falmouth,,truro-and-falmouth,E14001554,TRF,England,South West,county,73326,444.4576448,164.9786,50.27001073,-5.023241447,"50.2700107253101,-5.02324144729964"
uk.org.mysociety.cons.ukparl.2025.stv,UKPARL.2025.STV,St Ives,,st-ives,E14001511,STV,England,South West,county,70107,592.9269384,118.2388511,50.10105287,-5.423336075,"50.1010528719679,-5.42333607533545"
uk.org.mysociety.cons.ukparl.2025.crr,UKPARL.2025.CRR,Camborne and Redruth,,camborne-and-redruth,E14001148,CRR,England,South West,county,73568,275.3367205,267.1928389,50.2189242,-5.23348189,"50.2189242040292,-5.23348189047739"
uk.org.mysociety.cons.ukparl.2025.bpb,UKPARL.2025.BPB,Birmingham Perry Barr,,birmingham-perry-barr,E14001098,BPB,England,West Midlands,borough,74048,24.70720962,2997.019945,52.52157693,-1.915315995,"52.5215769335513,-1.91531599513571"
uk.org.mysociety.cons.ukparl.2025.ber,UKPARL.2025.BER,Birmingham Erdington,,birmingham-erdington,E14001093,BER,England,West Midlands,borough,76856,25.17304256,3053.1073,52.5269702,-1.844316815,"52.5269701974828,-1.84431681534767"
uk.org.mysociety.cons.ukparl.2025.klw,UKPARL.2025.KLW,Kenilworth and Southam,,kenilworth-and-southam,E14001309,KLW,England,West Midlands,county,71451,665.0342965,107.4395717,52.25206036,-1.469258219,"52.252060363887,-1.46925821866905"
uk.org.mysociety.cons.ukparl.2025.wkl,UKPARL.2025.WKL,Warwick and Leamington,,warwick-and-leamington,E14001566,WKL,England,West Midlands,county,75440,89.39508979,843.8942248,52.28279005,-1.516440751,"52.2827900528182,-1.51644075127557"
uk.org.mysociety.cons.ukparl.2025.dae,UKPARL.2025.DAE,Droitwich and Evesham,,droitwich-and-evesham,E14001203,DAE,England,West Midlands,county,74345,401.49264,185.171514,52.17751833,-2.058257363,"52.177518327146,-2.05825736303602"
uk.org.mysociety.cons.ukparl.2025.rug,UKPARL.2025.RUG,Rugby,,rugby,E14001453,RUG,England,West Midlands,county,72603,244.627939,296.7894849,52.42448741,-1.335328747,"52.4244874064077,-1.33532874687964"
uk.org.mysociety.cons.ukparl.2025.nun,UKPARL.2025.NUN,Nuneaton,,nuneaton,E14001413,NUN,England,West Midlands,county,70335,83.02308897,847.1739714,52.52312606,-1.518446641,"52.5231260586172,-1.51844664080816"
uk.org.mysociety.cons.ukparl.2025.nwb,UKPARL.2025.NWB,North Warwickshire and Bedworth,,north-warwickshire-and-bedworth,E14001400,NWB,England,West Midlands,county,70245,266.4798452,263.6034254,52.5447992,-1.626998266,"52.5447991990601,-1.62699826583657"
uk.org.mysociety.cons.ukparl.2025.sut,UKPARL.2025.SUT,Sutton Coldfield,,sutton-coldfield,E14001535,SUT,England,West Midlands,borough,74584,57.65105667,1293.714362,52.5617201,-1.813211505,"52.5617200979886,-1.81321150496709"
uk.org.mysociety.cons.ukparl.2025.bsn,UKPARL.2025.BSN,Birmingham Hodge Hill and Solihull North,,birmingham-hodge-hill-and-solihull-north,E14001095,BSN,England,West Midlands,borough,76922,24.66784391,3118.310635,52.49230783,-1.792325021,"52.4923078338606,-1.79232502097736"
uk.org.mysociety.cons.ukparl.2025.bla,UKPARL.2025.BLA,Birmingham Ladywood,,birmingham-ladywood,E14001096,BLA,England,West Midlands,borough,76585,25.68305545,2981.927136,52.48498021,-1.888134767,"52.484980212659,-1.88813476694818"
uk.org.mysociety.cons.ukparl.2025.beb,UKPARL.2025.BEB,Birmingham Edgbaston,,birmingham-edgbaston,E14001092,BEB,England,West Midlands,borough,71354,29.5819504,2412.078955,52.4546062,-1.964170513,"52.4546061965101,-1.964170512993"
uk.org.mysociety.cons.ukparl.2025.bnf,UKPARL.2025.BNF,Birmingham Northfield,,birmingham-northfield,E14001097,BNF,England,West Midlands,borough,73483,24.92329356,2948.366348,52.40760946,-1.969336738,"52.4076094628044,-1.96933673765002"
uk.org.mysociety.cons.ukparl.2025.bso,UKPARL.2025.BSO,Birmingham Selly Oak,,birmingham-selly-oak,E14001099,BSO,England,West Midlands,borough,76285,21.6651527,3521.092191,52.42374127,-1.908250772,"52.4237412691811,-1.90825077230347"
uk.org.mysociety.cons.ukparl.2025.bhg,UKPARL.2025.BHG,Birmingham Hall Green and Moseley,,birmingham-hall-green-and-moseley,E14001094,BHG,England,West Midlands,borough,75781,19.34721936,3916.893616,52.44108868,-1.869386466,"52.441088682721,-1.86938646627312"
uk.org.mysociety.cons.ukparl.2025.bya,UKPARL.2025.BYA,Birmingham Yardley,,birmingham-yardley,E14001100,BYA,England,West Midlands,borough,71912,19.82924936,3626.561887,52.45948586,-1.81271299,"52.4594858574536,-1.81271298977371"
uk.org.mysociety.cons.ukparl.2025.sws,UKPARL.2025.SWS,Solihull West and Shirley,,solihull-west-and-shirley,E14001479,SWS,England,West Midlands,borough,70537,39.1951309,1799.636801,52.40110486,-1.81372923,"52.4011048644081,-1.81372922954991"
uk.org.mysociety.cons.ukparl.2025.hrs,UKPARL.2025.HRS,Hereford and South Herefordshire,,hereford-and-south-herefordshire,E14001281,HRS,England,West Midlands,county,71125,741.0393461,95.98005878,51.97823648,-2.811898703,"51.9782364753407,-2.81189870284076"
uk.org.mysociety.cons.ukparl.2025.wwr,UKPARL.2025.WWR,West Worcestershire,,west-worcestershire,E14001579,WWR,England,West Midlands,county,76638,705.2888964,108.6618553,52.16059423,-2.293459191,"52.1605942280553,-2.29345919124018"
uk.org.mysociety.cons.ukparl.2025.wor,UKPARL.2025.WOR,Worcester,,worcester,E14001597,WOR,England,West Midlands,borough,73928,33.27812499,2221.519392,52.19669266,-2.211324212,"52.196692658381,-2.21132421208695"
uk.org.mysociety.cons.ukparl.2025.wyf,UKPARL.2025.WYF,Wyre Forest,,wyre-forest,E14001601,WYF,England,West Midlands,county,77015,195.4037195,394.1327227,52.37957653,-2.274666935,"52.3795765319535,-2.27466693492648"
uk.org.mysociety.cons.ukparl.2025.rdc,UKPARL.2025.RDC,Redditch,,redditch,E14001441,RDC,England,West Midlands,county,69921,188.0823332,371.7574045,52.24043327,-1.997627565,"52.2404332681666,-1.99762756498046"
uk.org.mysociety.cons.ukparl.2025.cea,UKPARL.2025.CEA,Coventry East,,coventry-east,E14001180,CEA,England,West Midlands,borough,73389,28.7703867,2550.852054,52.42331544,-1.465013808,"52.4233154447101,-1.46501380833991"
uk.org.mysociety.cons.ukparl.2025.cnw,UKPARL.2025.CNW,Coventry North West,,coventry-north-west,E14001181,CNW,England,West Midlands,borough,73431,38.52421051,1906.100061,52.43129919,-1.555420189,"52.4312991880534,-1.55542018898502"
uk.org.mysociety.cons.ukparl.2025.sso,UKPARL.2025.SSO,South Shropshire,,south-shropshire,E14001493,SSO,England,West Midlands,county,77034,1822.686681,42.2639836,52.5006224,-2.717942476,"52.500622399322,-2.71794247629943"
